Project_ID,Name Projekt,projekt_Beginn,Plan Bau fertig,Fertig_IST,Kosten Plan,Ist_Kosten,Project_team
YP-654329,Straßenbau // Gumprichweg,2021-04-16,2021-06-12,2021-06-13,370951.0,472621.94,Team 1
CJ-469939,Landschaftsbau // Kreuselplatz,2020-01-13,2020-02-19,2020-03-22,46756.22,56454.36,Team 2
UR-372056,Baumbestand // Giuseppe-Jähn-Gasse,2021-04-24,2021-05-14,2021-05-16,60646.32,80877.43,Team 2
DF-535932,Elektroarbeiten // Weinholdring,2013-12-16,2014-02-03,2014-03-07,99513.89,150025.62,Team 3
QJ-621295,Landschaftsbau // Valerij-Gumprich-Platz,2018-11-20,2018-12-18,2018-12-20,40357.54,39652.86,Team 1
JH-939511,Elektroarbeiten // Urs-Krein-Gasse,2018-11-13,2018-12-25,2018-12-16,44655.2,49245.93,Team 1
EQ-447310,Landschaftsbau // Schmiedeckeallee,2015-07-02,2015-07-21,2015-07-23,60121.4,67105.89,Team 1
BY-334616,Elektroarbeiten // Franziska-Eckbauer-Allee,2016-11-02,2016-11-18,2016-11-17,102073.04,155109.65,Team 2
CL-378297,Straßenbau // Ella-Heinz-Ring,2015-02-06,2015-03-11,2015-03-11,384994.38,649320.87,Team 2
QQ-464615,Elektroarbeiten // Josefine-Ritter-Platz,2020-09-18,2020-10-18,2020-10-20,126634.21,165504.63,Team 2
RL-873148,Landschaftsbau // Klaus-Werner-Hövel-Gasse,2014-10-10,2014-11-02,2014-11-08,72299.48,109796.8,Team 3
TU-835753,Landschaftsbau // Kühnertweg,2015-03-04,2015-04-05,2015-04-08,60477.66,68941.27,Team 1
CT-988283,Baumbestand // Klemmstr.,2019-11-16,2019-11-26,2019-11-25,24331.73,25191.16,Team 4
PS-363439,Landschaftsbau // Pruschkeallee,2020-03-11,2020-04-11,2020-04-11,59183.63,77321.75,Team 4
LU-696676,Stadtpark // Frankering,2015-09-28,2015-11-12,2015-11-12,124815.52,135504.21,Team 4
QW-717957,Elektroarbeiten // Hilda-Gröttner-Platz,2014-04-13,2014-05-06,2014-05-07,75134.12,90547.15,Team 2
BW-024114,Landschaftsbau // Dana-Mies-Weg,2013-08-26,2013-09-25,2013-09-25,-17961.24,-25040.76,Team 4
JI-333627,Ubahn // Karl-Friedrich-Eigenwillig-Platz,2014-12-19,2015-03-18,2015-08-18,322147.45,331683.54,Team 1
QI-885125,Baumbestand // Friedrich-Wilhelm-Holsten-Ring,2017-08-26,2017-09-05,2017-09-08,25728.55,35918.29,Team 2
OH-595957,Elektroarbeiten // Mahmoud-Ehlert-Ring,2014-12-25,2015-03-12,2015-03-12,58076.74,91621.78,Team 2
UE-267592,Baumbestand // Blochallee,2015-12-18,2015-12-30,2016-01-02,42428.95,46077.23,Team 1
DB-245023,Landschaftsbau // Eckart-Koch II-Straße,2013-05-06,2013-06-03,2013-06-05,140998.28,222584.6,Team 4
TX-392534,Stadtpark // Kristin-Sorgatz-Straße,2017-07-01,2017-09-26,2017-11-17,36355.41,35073.5,Team 1
UV-860586,Elektroarbeiten // Schmiedtgasse,2015-06-17,2015-08-19,2015-08-21,141537.04,202190.32,Team 2
ZO-483887,Ubahn // Langestr.,2016-07-12,2016-10-03,2017-01-03,814769.49,932475.45,Team 1
JQ-932877,Elektroarbeiten // Alf-Förster-Straße,2018-03-20,2018-06-15,2018-06-15,111688.24,158673.56,Team 2
LY-786872,Stadtpark // Geiselplatz,2013-08-12,2013-09-14,2013-09-13,49715.2,59573.52,Team 4
VE-169405,Baumbestand // Benjamin-Schmiedecke-Straße,2020-03-30,2020-04-05,2020-04-05,53794.93,63136.12,Team 3
RA-495459,Stadtpark // Songül-Scholz-Weg,2019-02-05,2019-03-10,2019-03-08,144782.75,210400.48,Team 2
RH-911488,Elektroarbeiten // Löwerstraße,2017-06-05,2017-07-15,2017-07-18,165365.73,174804.48,Team 4
QN-655552,Spielplatz // Schäferstraße,2021-01-20,2021-03-14,2021-03-15,87089.61,85989.54,Team 3
WS-711101,Baumbestand // Ottfried-Davids-Ring,2021-06-30,2021-07-09,2021-07-12,31501.97,33398.16,Team 3
MC-504051,Spielplatz // Wolf-Henschel-Platz,2017-04-20,2017-05-04,2017-05-04,111510.57,147048.31,Team 3
GY-303181,Spielplatz // Loretta-Krebs-Weg,2019-10-17,2019-12-03,2019-12-18,142937.92,161434.71,Team 2
HY-311572,Spielplatz // Denny-Conradi-Allee,2018-02-17,2018-04-15,2018-04-20,135118.12,164633.7,Team 4
CK-802838,Stadtpark // Zahnring,2018-11-05,2018-12-05,2018-11-28,174575.72,229493.17,Team 3
DJ-807074,Landschaftsbau // Ljubica-Wiek-Weg,2013-05-31,2013-06-23,2013-06-25,40953.52,42571.63,Team 1
ZI-281842,Elektroarbeiten // Flantzweg,2020-07-29,2020-09-17,2020-10-18,142587.18,176936.84,Team 3
ZK-335577,Stadtpark // Benderring,2019-07-16,2019-08-20,2019-10-21,39676.39,39920.93,Team 1
QO-519762,Stadtpark // Andrea-Stiebitz-Ring,2013-06-06,2013-07-17,2013-06-25,273997.01,340432.79,Team 3
TY-703203,Straßenbau // Noackgasse,2020-04-06,2020-06-25,2020-06-27,303903.04,336344.14,Team 3
HD-597027,Stadtpark // Adlerstraße,2017-07-03,2017-07-14,2017-10-14,167072.21,185695.52,Team 1
LC-602597,Landschaftsbau // Wohlgemutstr.,2021-11-28,2022-01-14,2022-02-11,96828.32,123499.72,Team 2
EE-571708,Ubahn // Casparallee,2013-10-08,2014-04-02,2014-07-15,322128.84,393115.61,Team 1
XQ-070830,Landschaftsbau // Francisco-Koch-Straße,2021-04-03,2021-04-30,2021-05-02,129698.97,219799.44,Team 4
SU-188926,Elektroarbeiten // Mülichenring,2013-12-11,2014-02-20,2014-02-13,23761.46,25225.19,Team 1
TG-920832,Stadtpark // Fiebiggasse,2021-07-30,2021-10-22,2021-10-21,212904.13,297084.75,Team 2
EX-999388,Baumbestand // Marten-Hertrampf-Platz,2017-02-26,2017-03-04,2017-03-06,62954.57,107318.7,Team 2
BX-046146,Elektroarbeiten // Södingring,2020-03-08,2020-03-21,2020-05-02,147293.2,212264.72,Team 3
YV-205107,Landschaftsbau // Ladeckstr.,2014-10-14,2014-10-15,2014-10-17,76953.55,92234.88,Team 2
LR-492875,Ubahn // Nelli-Löchel-Straße,2014-02-17,2014-07-27,2014-08-10,371753.82,455547.41,Team 3
PY-868518,Landschaftsbau // Holstenweg,2017-11-04,2017-11-16,2017-11-21,88046.43,116876.54,Team 3
VT-001397,Baumbestand // Faustallee,2017-01-06,2017-01-21,2017-01-28,15560.9,16610.85,Team 3
YU-878644,Baumbestand // Anny-Döhn-Ring,2016-02-22,2016-02-23,2016-02-25,4964.32,5971.47,Team 4
TJ-204796,Baumbestand // Carlos-Löwer-Platz,2018-02-11,2018-02-26,2018-03-04,86335.83,89108.37,Team 3
OQ-424082,Baumbestand // Bonbachgasse,2020-05-01,2020-05-13,2020-05-13,51214.61,54231.07,Team 4
ZJ-962124,Spielplatz // Diedrich-Gröttner-Ring,2015-04-21,2015-06-15,2015-06-14,129760.07,182013.57,Team 3
EP-972418,Spielplatz // Karl-Hans-Förster-Ring,2016-06-13,2016-06-30,2016-07-04,134690.41,149553.27,Team 4
FM-941964,Ubahn // Heinz-Wilhelm-Sorgatz-Weg,2015-12-19,2016-04-07,2016-04-07,717838.51,1136058.9,Team 2
JR-292030,Baumbestand // Margitta-Hertrampf-Allee,2015-03-21,2015-04-01,2015-03-30,53607.96,60400.01,Team 4
CT-812606,Elektroarbeiten // Tabea-Hiller-Allee,2013-03-03,2013-04-16,2013-04-18,76750.17,79134.55,Team 4
HV-721782,Baumbestand // Junkring,2016-05-31,2016-06-09,2016-06-08,55519.58,63653.89,Team 4
KL-539583,Baumbestand // Jacobi Jäckelweg,2021-07-02,2021-07-19,2021-07-23,46235.68,79154.6,Team 2
NV-074657,Baumbestand // Walterstr.,2021-11-22,2021-11-28,2022-01-08,26397.78,41623.15,Team 2
NC-267304,Landschaftsbau // Leonardo-Haase-Ring,2021-08-07,2021-09-02,2021-09-09,123675.12,180293.2,Team 3
VK-200892,Straßenbau // Erdal-Thanel-Gasse,2016-01-30,2016-05-21,2016-05-21,231425.85,215667.82,Team 1
XR-525030,Baumbestand // Schinkeplatz,2016-09-06,2016-09-08,2016-09-10,49176.32,64590.27,Team 2
PF-616991,Stadtpark // Imre-Warmer-Gasse,2013-03-23,2013-04-25,2013-04-11,61589.84,61112.54,Team 3
VJ-531476,Spielplatz // Wagenknechtgasse,2022-01-03,2022-02-28,2022-02-27,144489.05,147245.42,Team 1
UN-297539,Straßenbau // Marek-Ernst-Straße,2016-10-14,2016-12-11,2017-01-12,101064.75,133664.18,Team 4
TX-237704,Straßenbau // Veronica-Weller-Weg,2019-11-14,2020-01-22,2020-01-22,70262.98,79583.58,Team 3
AE-082594,Ubahn // Gröttnerweg,2021-06-27,2021-10-24,2021-09-28,749717.7,1017221.98,Team 4
UP-067879,Landschaftsbau // Herrmannring,2015-09-15,2015-09-27,2015-09-28,38815.82,47748.57,Team 2
ZQ-450489,Landschaftsbau // Rainer-Tschentscher-Weg,2015-09-16,2015-10-10,2015-10-16,121508.93,121532.61,Team 3
IX-253256,Elektroarbeiten // Paulo-Tröst-Straße,2021-07-15,2021-07-28,2021-09-02,84846.87,114706.7,Team 3
LT-856084,Baumbestand // Beierstraße,2018-03-14,2018-03-25,2018-03-26,110430.39,105918.06,Team 4
YI-053787,Stadtpark // Carla-Drub-Weg,2017-08-01,2017-09-27,2017-11-06,10427.57,11146.15,Team 1
FV-135750,Baumbestand // Hilma-Reinhardt-Straße,2013-11-29,2013-12-03,2014-01-01,53313.62,73058.74,Team 2
XY-335841,Ubahn // Aynur-Trubin-Gasse,2013-09-24,2014-03-15,2014-05-17,580826.33,645638.61,Team 3
WM-066651,Landschaftsbau // Bolnbachstraße,2020-04-15,2020-04-23,2020-04-29,116895.21,158882.42,Team 2
AB-885497,Landschaftsbau // Susan-Lindau-Weg,2014-09-22,2014-10-23,2014-10-25,86517.26,103008.88,Team 2
QX-038342,Stadtpark // Hartungstr.,2013-02-24,2013-04-08,2013-04-08,141326.43,186605.95,Team 2
ZX-856239,Baumbestand // Weihmannweg,2021-08-30,2021-08-31,2021-09-04,67757.49,81429.34,Team 2
SV-781979,Baumbestand // Fritschallee,2021-06-09,2021-06-19,2021-06-20,68773.46,71678.84,Team 1
WX-980147,Landschaftsbau // Ullmannring,2014-10-30,2014-11-22,2014-11-23,74929.44,98168.77,Team 4
AH-349493,Baumbestand // Lübsring,2021-05-25,2021-06-18,2021-06-17,45982.61,58137.87,Team 4
GI-539881,Elektroarbeiten // Alexej-Zimmer-Allee,2018-05-10,2018-07-29,2018-07-29,102886.19,115126.4,Team 4
JG-188402,Straßenbau // Ringweg,2020-11-06,2020-12-09,2020-12-12,214879.75,244076.86,Team 3
UQ-109715,Baumbestand // Kristin-Weitzel-Weg,2021-12-18,2021-12-31,2022-01-03,19860.54,24349.06,Team 3
RH-639390,Elektroarbeiten // Hartunggasse,2015-04-24,2015-06-16,2015-06-16,22229.87,25730.89,Team 1
RB-028812,Stadtpark // Hahnweg,2015-07-08,2015-08-27,2015-08-26,170341.42,251020.59,Team 2
YC-374058,Straßenbau // Birnbaumallee,2019-02-03,2019-07-17,2019-09-20,281232.37,411590.48,Team 4
RT-567260,Elektroarbeiten // Beyergasse,2016-06-01,2016-06-20,2016-06-14,128319.27,165300.91,Team 1
DY-405175,Elektroarbeiten // Mentzelallee,2019-11-27,2019-12-31,2020-02-09,69430.55,110708.37,Team 3
LA-271536,Elektroarbeiten // Bohnbachring,2013-02-15,2013-03-09,2013-03-27,36220.7,48258.7,Team 3
BV-060761,Ubahn // Elmar-Lange-Allee,2016-07-26,2016-12-01,2016-12-26,832645.6,851203.22,Team 3
VS-749417,Straßenbau // Wernerring,2020-07-16,2020-09-14,2020-11-05,181737.52,265149.95,Team 4
PD-241536,Elektroarbeiten // Wilmsplatz,2013-03-02,2013-04-03,2013-04-04,88686.91,111681.45,Team 2
VH-605100,Ubahn // Ullmanngasse,2015-01-29,2015-08-08,2015-10-13,280120.74,312698.7,Team 3
WQ-853930,Landschaftsbau // Kensygasse,2018-06-18,2018-07-10,2018-07-09,114595.46,173107.51,Team 4
BE-236725,Baumbestand // Etta-Henk-Platz,2013-05-01,2013-05-09,2013-05-10,55201.78,55285.98,Team 4
GN-650110,Ubahn // Drubinweg,2021-01-14,2021-04-24,2021-09-02,509178.85,631808.35,Team 1
HB-612024,Spielplatz // Rouven-Wirth-Ring,2017-12-16,2018-01-22,2018-03-08,117629.4,165818.49,Team 2
LN-823512,Landschaftsbau // Amalia-Kensy-Straße,2021-04-28,2021-05-13,2021-05-15,111587.66,149468.8,Team 4
PZ-345642,Elektroarbeiten // Wiekstraße,2016-04-09,2016-06-16,2016-06-17,128841.26,181416.42,Team 2
LT-220811,Landschaftsbau // Jüttnerstraße,2017-10-24,2017-11-13,2017-11-15,69580.58,77927.88,Team 2
FX-734401,Elektroarbeiten // Vera-Tschentscher-Straße,2018-06-15,2018-09-26,2018-09-29,132159.94,155191.19,Team 4
WV-873629,Stadtpark // Leonardo-Gerlach-Platz,2019-06-24,2019-08-25,2019-09-13,216016.76,236690.09,Team 1
SD-696304,Ubahn // Kruschwitzstraße,2015-10-17,2016-04-27,2016-07-03,681928.94,818837.7,Team 1
SQ-333012,Elektroarbeiten // Ortmannstr.,2022-01-13,2022-04-14,2022-04-08,37142.68,38524.41,Team 1
JY-432282,Baumbestand // Janus-Heinrich-Platz,2014-09-17,2014-09-28,2014-09-30,82475.15,117821.97,Team 2
OF-646404,Elektroarbeiten // Svenja-Ortmann-Platz,2013-09-05,2013-11-20,2013-11-16,41729.99,36803.47,Team 4
NL-047975,Baumbestand // Kensygasse,2019-09-25,2019-10-04,2019-10-08,18748.98,20792.27,Team 3
GA-331166,Landschaftsbau // Gotthard-Zahn-Weg,2018-12-02,2018-12-28,2019-01-30,81039.23,97931.01,Team 2
EA-671338,Landschaftsbau // Eberthgasse,2022-01-22,2022-02-14,2022-02-18,63369.15,77788.89,Team 3
AO-547962,Elektroarbeiten // Buchholzring,2020-10-20,2020-11-19,2020-11-20,109684.97,117377.76,Team 4
ZT-188595,Elektroarbeiten // Yvonne-Täsche-Allee,2016-06-18,2016-07-16,2016-07-17,82295.19,106027.55,Team 2
EW-124857,Baumbestand // Alois-Zorbach-Ring,2017-10-19,2017-10-30,2017-10-31,-9799.79,-10867.17,Team 1
WG-064631,Landschaftsbau // Anny-Ziegert-Allee,2014-04-11,2014-05-11,2014-05-15,52573.84,85222.23,Team 3
KM-299538,Stadtpark // Kirstin-Wulff-Gasse,2017-06-30,2017-09-15,2017-10-27,122712.43,131633.72,Team 1
BL-694223,Elektroarbeiten // Kreuselgasse,2017-05-11,2017-06-07,2017-07-13,98533.03,131074.12,Team 3
EE-555223,Elektroarbeiten // auch Schlauchinallee,2014-11-10,2015-02-06,2015-02-11,-17852.04,-20320.24,Team 4
ZG-351007,Stadtpark // Ivan-Nette-Weg,2013-12-17,2014-01-18,2014-01-16,112177.05,93934.17,Team 4
DD-335181,Baumbestand // Laila-Rudolph-Gasse,2015-08-22,2015-09-10,2015-09-12,72412.23,102827.98,Team 2
OM-997825,Elektroarbeiten // Löchelweg,2016-12-15,2017-01-29,2017-03-08,7770.41,10665.15,Team 3
EN-759741,Ubahn // Julie-van der Dussen-Gasse,2013-06-07,2013-09-23,2013-11-23,341017.83,338531.41,Team 1
TO-839152,Straßenbau // Regina-Pergande-Ring,2014-09-07,2014-11-20,2014-12-11,356232.37,482894.3,Team 4
FE-510014,Stadtpark // Christina-Nerger-Weg,2014-01-19,2014-02-11,2014-03-08,100024.97,177606.82,Team 2
YI-668188,Ubahn // Dorothea-Müller-Weg,2017-04-29,2017-08-22,2017-10-17,627593.37,630851.62,Team 3
GT-100364,Stadtpark // Lorchring,2013-04-30,2013-07-06,2013-08-28,161527.52,170070.46,Team 1
YU-138383,Stadtpark // Hartwig-Lindner-Allee,2014-04-17,2014-06-01,2014-06-02,151513.47,252801.83,Team 2
NL-700247,Elektroarbeiten // Dietzallee,2020-11-20,2021-01-12,2021-02-15,76758.56,114432.46,Team 2
CN-258678,Landschaftsbau // Mudestraße,2014-03-04,2014-03-27,2014-03-28,78174.77,97003.97,Team 4
BS-838436,Baumbestand // Ortmannallee,2014-09-23,2014-10-05,2014-10-05,14817.11,23367.97,Team 2
AZ-236107,Stadtpark // Schollring,2013-04-30,2013-06-27,2013-06-25,314846.14,538157.62,Team 2
VO-168654,Baumbestand // Mendeplatz,2015-12-09,2015-12-31,2016-01-31,73789.79,76364.37,Team 2
DN-990438,Spielplatz // Haeringgasse,2019-01-28,2019-02-24,2019-03-29,120818.08,140387.74,Team 2
HW-398154,Spielplatz // Bährallee,2020-07-22,2020-09-23,2020-10-03,83194.07,102543.89,Team 2
HA-323348,Landschaftsbau // Hans-Otto-Döring-Ring,2013-09-01,2013-10-03,2013-10-03,96421.98,124279.45,Team 4
IH-312446,Spielplatz // Riehlstr.,2013-04-07,2013-05-09,2013-05-12,125732.39,168640.2,Team 4
UM-302196,Straßenbau // Hartmuth-Seidel-Ring,2020-11-08,2021-02-12,2021-04-03,429198.37,610575.02,Team 4
AB-167118,Landschaftsbau // Karl-Georg-Naser-Ring,2021-02-21,2021-03-13,2021-03-19,34357.64,30226.51,Team 4
SI-930043,Straßenbau // Zeynep-Pohl-Ring,2020-04-02,2020-06-13,2020-06-13,91958.54,97571.09,Team 1
DT-145836,Elektroarbeiten // Dörthe-Hornig-Gasse,2021-12-18,2022-01-24,2022-01-16,91460.87,105779.57,Team 1
NX-976108,Ubahn // Schmiedtgasse,2017-12-16,2018-04-29,2018-04-09,209554.95,294005.49,Team 4
FO-048913,Landschaftsbau // Gitta-Lange-Platz,2014-05-17,2014-06-06,2014-06-07,5054.74,4757.8,Team 2
MY-407013,Baumbestand // Herrmannring,2013-11-12,2013-11-17,2013-11-19,35200.89,40712.18,Team 1
WF-259198,Landschaftsbau // Segebahnplatz,2017-10-21,2017-11-10,2017-11-09,96637.01,105324.28,Team 1
VD-608029,Elektroarbeiten // Eva-Hering-Gasse,2021-01-07,2021-02-06,2021-02-08,90563.05,101570.0,Team 4
WG-328824,Elektroarbeiten // Conny-Freudenberger-Weg,2021-04-11,2021-05-15,2021-05-18,121517.15,125386.94,Team 4
YX-076052,Landschaftsbau // Erna-Stroh-Straße,2017-12-02,2017-12-11,2017-12-12,88920.0,135787.04,Team 4
SM-914673,Baumbestand // Ibrahim-Trubin-Allee,2014-09-11,2014-09-13,2014-09-15,3160.59,3346.16,Team 3
JM-622012,Baumbestand // Erich-Gunpf-Weg,2020-01-26,2020-01-28,2020-02-28,76770.12,133257.15,Team 2
YU-162204,Spielplatz // Anke-Höfig-Straße,2020-03-04,2020-04-12,2020-04-11,100738.74,104304.47,Team 1
TK-263147,Ubahn // Kai-Uwe-Gehringer-Gasse,2019-11-08,2020-01-11,2020-03-13,637189.07,728405.82,Team 3
ZX-632762,Baumbestand // Hans-Wilhelm-Förster-Straße,2020-09-04,2020-09-15,2020-09-16,80733.96,99563.49,Team 3
XN-028812,Landschaftsbau // Myriam-Rörricht-Weg,2015-03-24,2015-04-13,2015-04-17,72221.78,113197.82,Team 3
UJ-409260,Landschaftsbau // Mangoldstr.,2016-08-09,2016-08-19,2016-08-23,131479.41,170173.01,Team 2
MK-230071,Stadtpark // Hilmar-van der Dussen-Straße,2013-09-05,2013-10-13,2013-10-12,124983.48,131823.47,Team 4
OC-872766,Ubahn // Eckhardt-Reising-Weg,2014-02-08,2014-03-02,2014-03-05,431452.33,604104.69,Team 4
TH-714176,Straßenbau // Claus-Peter-Riehl-Allee,2014-01-04,2014-04-14,2014-04-14,115826.56,118867.91,Team 1
DW-236766,Baumbestand // Bienstraße,2015-01-17,2015-01-29,2015-02-27,40992.1,52851.14,Team 2
UA-682123,Ubahn // Sabina-Henck-Allee,2017-04-05,2017-08-02,2017-12-11,406540.97,530779.59,Team 1
IH-706641,Baumbestand // Hamannring,2013-09-11,2013-09-14,2013-09-21,77186.61,80576.32,Team 3
KJ-016876,Spielplatz // Speerweg,2019-08-16,2019-08-30,2019-09-13,4038.84,4437.74,Team 2
BT-151223,Elektroarbeiten // Klemtstraße,2016-10-07,2016-11-21,2016-11-21,162524.35,178306.42,Team 2
CJ-088283,Landschaftsbau // Pascal-Barkholz-Straße,2020-12-07,2020-12-20,2021-01-28,55471.67,69645.34,Team 2
TM-202693,Elektroarbeiten // Steyring,2013-09-03,2013-11-06,2013-10-28,41038.89,43180.03,Team 1
GE-596969,Elektroarbeiten // Antonie-Nohlmans-Ring,2017-01-15,2017-03-01,2017-03-02,71428.46,77818.79,Team 4
DO-377829,Baumbestand // Haufferweg,2020-04-09,2020-04-18,2020-04-18,44044.96,51139.13,Team 1
HZ-483470,Landschaftsbau // Hartungring,2019-10-29,2019-11-08,2019-11-08,102793.68,123332.74,Team 3
ZG-669220,Stadtpark // Wilhelmine-Schaaf-Weg,2019-03-14,2019-04-22,2019-04-22,151664.99,166060.5,Team 4
IL-398816,Stadtpark // Steffen-Kusch-Weg,2020-03-15,2020-05-11,2020-05-11,146506.79,197641.1,Team 2
TK-167066,Straßenbau // Ladeckgasse,2017-11-09,2018-02-13,2018-03-10,55135.71,58073.24,Team 2
KX-811937,Ubahn // Christophstraße,2015-03-23,2015-09-03,2015-09-03,724970.23,876620.76,Team 2
KP-685797,Elektroarbeiten // Anna-Weihmann-Gasse,2015-04-15,2015-05-21,2015-06-07,189549.45,222034.36,Team 3
FM-808341,Landschaftsbau // Gunda-Weitzel-Straße,2020-03-16,2020-03-16,2020-03-19,69740.61,94923.75,Team 2
BH-468500,Straßenbau // Schulzring,2019-06-16,2019-10-11,2019-10-11,198041.96,211319.92,Team 1
OV-540479,Stadtpark // Scholzallee,2015-06-11,2015-07-20,2015-07-20,188392.5,262568.75,Team 2
NF-279098,Elektroarbeiten // Moritz-Weimer-Allee,2018-09-29,2019-01-02,2019-01-05,73229.59,77741.62,Team 4
WD-958341,Spielplatz // Beiergasse,2019-07-26,2019-08-04,2019-08-06,97537.37,157592.39,Team 3
FV-307313,Stadtpark // Fröhlichplatz,2014-03-04,2014-04-03,2014-03-14,181504.81,217997.47,Team 3
ON-232115,Stadtpark // Hildegart-Roht-Platz,2019-09-09,2019-10-17,2019-10-16,184854.84,193786.54,Team 4
BC-533781,Elektroarbeiten // Arnfried-Haase-Gasse,2015-11-08,2015-11-21,2015-11-19,153653.26,158034.91,Team 1
JR-183967,Baumbestand // Heidelinde-Kreusel-Straße,2018-11-08,2018-11-10,2018-11-14,108024.39,177737.4,Team 2
FV-607765,Spielplatz // Hans-Josef-Schüler-Weg,2014-07-24,2014-09-12,2014-09-15,124434.8,141427.47,Team 4
SI-533841,Elektroarbeiten // Birnbaumweg,2018-01-05,2018-01-13,2018-01-17,160155.11,174561.64,Team 4
PR-381474,Baumbestand // Jeannette-Ebert-Ring,2020-12-02,2020-12-22,2020-12-23,69212.09,88994.1,Team 1
NW-484761,Elektroarbeiten // Emanuel-Kallert-Straße,2019-06-07,2019-07-06,2019-08-05,43918.78,68275.0,Team 3
EI-646796,Stadtpark // Klemens-Seifert-Allee,2015-03-09,2015-04-16,2015-04-15,186950.17,233579.76,Team 4
FF-737095,Straßenbau // Arthur-Roht-Ring,2013-06-12,2013-09-10,2013-11-17,206140.53,265235.68,Team 4
VT-530219,Spielplatz // Jähnring,2014-03-16,2014-05-28,2014-06-16,140061.1,131092.72,Team 2
ZH-553451,Ubahn // Conradiallee,2017-07-17,2017-12-30,2018-01-26,694382.6,674237.99,Team 3
TA-349486,Spielplatz // Thies-Dörr-Platz,2017-12-18,2018-02-17,2018-03-04,30517.72,38690.39,Team 2
IT-063959,Baumbestand // Geislerstraße,2013-03-10,2013-03-27,2013-03-29,38134.19,36935.71,Team 4
BS-311892,Elektroarbeiten // Rörrichtgasse,2017-05-10,2017-07-10,2017-07-06,74721.16,76765.51,Team 1
SP-896352,Baumbestand // Speergasse,2021-04-21,2021-05-10,2021-05-13,82502.85,106252.27,Team 1
HL-090113,Stadtpark // Dehmelallee,2014-12-16,2015-02-15,2015-03-15,123510.98,155786.83,Team 2
AD-574615,Baumbestand // Ruppersbergerallee,2019-10-22,2019-10-28,2019-11-02,-5316.37,-5978.71,Team 3
DV-883240,Spielplatz // Freudenbergerallee,2020-03-04,2020-05-04,2020-05-22,208802.29,241185.67,Team 2
IQ-478748,Stadtpark // Oestrovskygasse,2018-06-06,2018-07-16,2018-09-10,-46609.06,-48594.43,Team 1
QW-045272,Baumbestand // Schenkgasse,2018-06-21,2018-07-01,2018-07-02,95392.8,149567.32,Team 2
YJ-383629,Stadtpark // Etzoldweg,2013-03-31,2013-04-17,2013-04-19,30191.94,38648.87,Team 3
QH-444987,Straßenbau // Helmuth-Schlosser-Allee,2020-05-09,2020-06-30,2020-09-03,204741.7,306323.15,Team 4
JT-627909,Baumbestand // Kühnertweg,2021-04-25,2021-05-05,2021-05-06,102994.02,114164.25,Team 4
JC-752597,Elektroarbeiten // Noackplatz,2016-07-23,2016-09-16,2016-09-15,44444.73,48195.97,Team 4
UD-964023,Baumbestand // Nuran-Hermann-Straße,2020-01-20,2020-01-27,2020-01-31,94925.39,99560.29,Team 1
NE-311129,Ubahn // Finkeweg,2018-05-29,2019-01-15,2019-02-24,489403.02,535416.08,Team 3
TI-411575,Stadtpark // Heidi-Gertz-Platz,2015-12-02,2016-02-12,2016-02-10,118458.69,120654.4,Team 4
SY-281073,Stadtpark // Döringstr.,2015-04-06,2015-05-17,2015-05-17,114406.07,170214.73,Team 2
KQ-613415,Baumbestand // Gina-Kohl-Straße,2018-07-15,2018-07-21,2018-07-21,20209.62,22360.34,Team 4
OX-560501,Baumbestand // Waltraut-Ring-Platz,2017-04-19,2017-05-05,2017-05-06,42107.16,39817.09,Team 3
GW-128191,Landschaftsbau // Stollring,2021-12-08,2022-01-07,2022-01-09,62225.89,61423.05,Team 1
UG-607634,Baumbestand // Riehlplatz,2021-03-20,2021-03-25,2021-03-30,82460.99,83228.8,Team 3
AK-244519,Elektroarbeiten // Reginald-Sölzer-Allee,2015-09-21,2015-11-21,2015-12-16,83614.56,119147.07,Team 3
PE-620806,Baumbestand // Schweitzerstraße,2014-06-11,2014-06-24,2014-06-26,2395.66,2678.29,Team 4
VL-137781,Spielplatz // Hans-Christian-Mühle-Gasse,2020-02-27,2020-04-27,2020-04-26,141045.75,190424.23,Team 3
BS-403699,Straßenbau // Carmelo-Junck-Ring,2014-12-18,2015-03-19,2015-03-20,254737.2,334036.76,Team 1
BD-412314,Ubahn // Müllerring,2015-11-03,2016-03-27,2016-05-21,393783.87,401498.76,Team 3
