Projekt_ID,Projektname,Projekt_Beginn,Plan_Bau_fertig,Ist_Bau_fertig,Plan_Kosten,Ist_Kosten,Project_team
P-02140,Landschaftsbau // Vogtstraße,2014-02-19,2014-03-18,2014-03-21,181772.3,211501.05,Team 2
P-98706,Straßenbau // Klemtplatz,2019-06-23,2019-08-02,2019-08-03,122734.86,139878.67,Team 3
P-48269,Straßenbau // Adolf-Heydrich-Allee,2017-07-15,2017-10-04,2017-10-10,297243.54,363040.55,Team 2
P-61791,Straßenbau // Kasimir-Wohlgemut-Platz,2019-12-31,2020-02-07,2020-02-07,302282.86,345896.38,Team 1
P-69722,Straßenbau // Beckmannallee,2017-10-11,2017-12-14,2018-01-20,90291.44,115369.03,Team 2
P-13672,Elektroarbeiten // Budiggasse,2020-05-28,2020-08-12,2020-08-07,67234.07,72631.37,Team 1
P-19077,Ubahn // Karolina-Stroh-Allee,2021-07-30,2021-10-23,2021-12-10,678501.17,688645.29,Team 3
P-75428,Landschaftsbau // Weitzelring,2021-01-07,2021-01-09,2021-01-10,82596.92,84548.91,Team 1
P-78742,Spielplatz // Walterring,2016-03-06,2016-04-18,2016-04-19,138376.96,188567.67,Team 3
P-69763,Stadtpark // Seifertplatz,2017-08-23,2017-10-10,2017-12-03,289213.56,341109.8,Team 1
P-58133,Baumbestand // Nadeschda-Pieper-Allee,2015-02-06,2015-02-18,2015-02-21,58257.9,57102.93,Team 3
P-08497,Elektroarbeiten // Thilo-Warmer-Ring,2021-06-30,2021-08-18,2021-08-18,88173.66,109315.4,Team 2
P-14571,Spielplatz // Kreinweg,2014-02-13,2014-03-24,2014-03-22,32549.78,33658.68,Team 1
P-86492,Landschaftsbau // Beatrix-Rohleder-Platz,2020-08-14,2020-08-30,2020-09-02,100602.82,182673.52,Team 4
P-18537,Baumbestand // Schülergasse,2018-10-06,2018-10-14,2018-10-16,33298.92,50714.55,Team 2
P-85190,Ubahn // Pohlring,2021-02-16,2021-06-24,2021-11-18,77790.28,88711.77,Team 1
P-61702,Elektroarbeiten // Barthplatz,2015-09-03,2015-10-23,2015-10-26,101525.4,113588.47,Team 4
P-36804,Stadtpark // Monja-Oderwald-Ring,2016-11-27,2016-12-13,2017-01-12,144323.69,233602.25,Team 2
P-16042,Landschaftsbau // Fischerallee,2021-07-19,2021-08-19,2021-08-25,51377.86,61710.62,Team 3
P-12707,Ubahn // Insa-Junck-Allee,2018-01-11,2018-04-13,2018-06-26,863043.37,898569.93,Team 3
P-32810,Baumbestand // Jakob-Hauffer-Allee,2020-04-26,2020-05-09,2020-05-14,11862.51,18756.77,Team 2
P-80586,Landschaftsbau // Geiselring,2016-03-09,2016-04-07,2016-04-08,144695.47,173843.05,Team 4
P-67095,Stadtpark // Eckhardt-Harloff-Allee,2021-03-28,2021-06-07,2021-06-08,239330.9,472406.74,Team 2
P-85163,Elektroarbeiten // Spießgasse,2021-02-18,2021-04-29,2021-04-28,64699.75,84386.7,Team 2
P-51555,Spielplatz // Thiesstr.,2017-11-28,2017-12-28,2017-12-23,127360.8,117831.23,Team 1
P-90558,Straßenbau // Marianna-Schmiedt-Straße,2015-12-12,2016-04-03,2016-04-04,221391.95,222202.61,Team 3
P-98518,Landschaftsbau // Marietta-Schäfer-Weg,2014-03-02,2014-03-22,2014-03-20,39155.08,46648.02,Team 1
P-32958,Landschaftsbau // Konstanze-Eckbauer-Weg,2015-11-25,2015-12-17,2015-12-22,89520.92,116970.49,Team 3
P-00564,Straßenbau // Xenia-Röhrdanz-Weg,2021-07-16,2021-09-08,2021-09-11,180697.62,248324.57,Team 2
P-15805,Ubahn // Süßebierplatz,2018-09-05,2019-03-03,2019-06-11,607366.14,818056.14,Team 1
P-40733,Stadtpark // Gabriella-Bonbach-Weg,2016-03-02,2016-04-04,2016-04-03,195029.6,204768.63,Team 4
P-49727,Spielplatz // Ruppertplatz,2020-08-26,2020-10-07,2020-10-12,39572.5,38670.85,Team 4
P-84999,Landschaftsbau // Elias-Drewes-Platz,2014-10-21,2014-11-03,2014-11-06,95439.47,128444.14,Team 4
P-76283,Baumbestand // Rudolphweg,2021-11-12,2021-11-16,2021-11-18,73166.07,87478.33,Team 4
P-94860,Baumbestand // Vera-Heser-Straße,2018-07-11,2018-07-25,2018-07-26,52486.96,61353.5,Team 1
P-85000,Baumbestand // Liebeltallee,2016-12-07,2016-12-14,2016-12-13,78075.42,85217.78,Team 1
P-56073,Straßenbau // Ernstring,2021-10-17,2021-12-04,2022-01-09,366380.5,361086.96,Team 2
P-06702,Baumbestand // Hellwiggasse,2019-02-12,2019-02-24,2019-02-26,55323.91,61881.17,Team 3
P-45129,Elektroarbeiten // Katja-Seifert-Gasse,2020-04-30,2020-06-23,2020-06-16,96902.37,99961.49,Team 1
P-92483,Elektroarbeiten // Francesco-Thies-Gasse,2013-05-26,2013-07-04,2013-07-04,119408.41,162272.29,Team 2
P-92084,Landschaftsbau // Atzlerallee,2015-12-07,2016-01-06,2016-01-09,47426.89,55504.2,Team 3
P-58573,Baumbestand // Rennerstr.,2020-01-18,2020-01-28,2020-03-03,3101.97,4798.16,Team 2
P-59555,Straßenbau // Boris-Wulf-Ring,2021-02-12,2021-04-09,2021-05-31,140788.39,208708.62,Team 4
P-59481,Straßenbau // Cäcilie-Gröttner-Platz,2018-08-14,2018-09-30,2018-11-12,355578.61,461214.47,Team 4
P-87472,Elektroarbeiten // Margrafweg,2013-08-20,2013-11-03,2013-10-31,251704.42,248216.37,Team 1
P-75266,Elektroarbeiten // Gunpfstr.,2013-11-16,2014-01-23,2014-02-16,104040.31,166551.77,Team 2
P-84598,Landschaftsbau // Heydrichring,2022-01-12,2022-03-08,2022-03-06,142361.64,214412.08,Team 4
P-64775,Straßenbau // Gönül-Hornich-Ring,2017-03-14,2017-06-09,2017-06-08,167403.59,178183.33,Team 3
P-69722,Ubahn // Verena-Wende-Gasse,2014-03-17,2014-04-22,2014-06-16,598056.21,615508.51,Team 3
P-08498,Straßenbau // Pieperplatz,2021-10-05,2022-01-02,2022-03-05,153260.04,227920.8,Team 4
P-67361,Baumbestand // Scheuermannplatz,2020-02-26,2020-03-22,2020-03-23,80661.54,80005.86,Team 4
P-96235,Landschaftsbau // Francesca-Tröst-Weg,2020-03-26,2020-04-13,2020-04-16,84654.6,87784.78,Team 4
P-44959,Stadtpark // Vollbrechtstr.,2018-12-18,2019-04-01,2019-03-31,224837.31,271824.14,Team 2
P-37049,Elektroarbeiten // Vogtring,2019-07-31,2019-08-04,2019-08-11,144703.19,157529.72,Team 3
P-17130,Landschaftsbau // Siegried-Schwital-Ring,2014-03-04,2014-04-09,2014-04-08,33508.21,51951.02,Team 4
P-69196,Landschaftsbau // Hans-Hermann-Heinz-Platz,2016-01-07,2016-02-06,2016-03-13,112600.56,141949.03,Team 2
P-40490,Baumbestand // Bertram-Schacht-Straße,2017-06-24,2017-06-30,2017-07-04,60458.22,73761.38,Team 2
P-51515,Elektroarbeiten // Isa-Noack-Allee,2019-03-27,2019-04-06,2019-04-05,75793.86,97895.63,Team 4
P-61610,Straßenbau // Reni-Stoll-Gasse,2017-11-06,2017-12-28,2018-02-13,188125.02,221171.41,Team 4
P-27305,Elektroarbeiten // Harloffallee,2018-07-14,2018-07-28,2018-07-29,32216.8,41105.76,Team 2
P-48941,Stadtpark // Eugenie-Freudenberger-Straße,2019-03-27,2019-04-25,2019-06-01,202295.17,229905.36,Team 1
P-66265,Ubahn // Siegfried-Bauer-Ring,2016-04-28,2016-09-29,2016-12-30,741442.68,741125.99,Team 1
P-35857,Baumbestand // Liebeltallee,2021-04-07,2021-04-17,2021-04-17,58545.14,57971.92,Team 1
P-75100,Baumbestand // Geislerallee,2014-08-14,2014-08-25,2014-08-26,80767.45,92594.7,Team 4
P-31120,Straßenbau // Bärerstr.,2019-11-26,2020-02-14,2020-02-19,60544.2,60392.58,Team 3
P-97894,Baumbestand // Catrin-Bohnbach-Ring,2021-07-02,2021-07-03,2021-07-06,80250.6,106283.07,Team 2
P-11367,Elektroarbeiten // Heydrichstraße,2019-05-24,2019-08-04,2019-08-05,42995.37,64848.99,Team 2
P-79447,Ubahn // Wellerallee,2021-06-20,2021-12-29,2022-01-22,303613.8,404858.11,Team 2
P-81745,Elektroarbeiten // Roman-Schäfer-Weg,2014-03-17,2014-06-08,2014-06-10,205255.36,272491.7,Team 2
P-02774,Elektroarbeiten // Gierschnerring,2014-10-31,2015-01-10,2015-02-03,14524.46,22067.74,Team 2
P-53011,Elektroarbeiten // Babette-Börner-Platz,2015-05-01,2015-05-08,2015-05-10,-1218.14,-2002.09,Team 2
P-77495,Ubahn // Gerd-Nerger-Weg,2015-10-17,2016-02-22,2016-02-04,392984.33,436956.66,Team 4
P-90490,Landschaftsbau // Müllerring,2020-12-28,2021-01-18,2021-01-16,44831.75,60560.19,Team 4
P-61202,Ubahn // Bruno-Schweitzer-Weg,2018-01-16,2018-02-01,2018-02-05,433064.65,602205.32,Team 4
P-43659,Elektroarbeiten // Bruno-Albers-Ring,2019-07-02,2019-08-03,2019-08-04,154551.0,160992.65,Team 4
P-61265,Baumbestand // Hörlestr.,2013-03-14,2013-04-04,2013-04-04,-4940.6,-4534.4,Team 4
P-97748,Elektroarbeiten // Rognerplatz,2018-04-09,2018-07-03,2018-07-05,136425.89,187769.46,Team 3
P-63760,Ubahn // Anton-Junk-Weg,2014-02-22,2014-06-30,2014-09-27,373346.95,420654.38,Team 1
P-38920,Baumbestand // Remo-Karge-Ring,2013-11-23,2013-11-28,2013-12-28,58687.6,83155.46,Team 2
P-69694,Stadtpark // Brigitte-Mitschke-Platz,2018-05-18,2018-07-03,2018-06-10,27645.9,27436.05,Team 3
P-64278,Elektroarbeiten // Krokerweg,2018-10-07,2018-11-08,2018-11-06,79593.01,92491.12,Team 1
P-50991,Elektroarbeiten // Wagnerring,2014-01-28,2014-04-29,2014-04-26,103297.82,105255.2,Team 1
P-93981,Straßenbau // Hornigring,2016-03-16,2016-06-29,2016-06-29,160630.95,161922.44,Team 3
P-73811,Landschaftsbau // Sontagplatz,2019-03-21,2019-04-07,2019-04-11,146198.54,198119.63,Team 3
P-05708,Landschaftsbau // Ursel-Rudolph-Platz,2016-12-23,2017-01-12,2017-01-12,55554.32,69289.86,Team 3
P-31080,Stadtpark // Marijan-Beyer-Straße,2016-09-12,2016-11-24,2016-11-24,126277.15,140081.08,Team 4
P-13039,Spielplatz // Steven-Davids-Weg,2020-04-16,2020-06-28,2020-06-25,108637.02,98929.81,Team 1
P-52062,Elektroarbeiten // Nohlmansgasse,2016-09-10,2016-11-06,2016-11-06,109879.45,156731.71,Team 2
P-25119,Stadtpark // Bohnbachring,2019-11-16,2020-01-19,2020-02-18,48462.68,73516.09,Team 2
P-31084,Straßenbau // Weinholdgasse,2021-07-24,2021-11-22,2022-01-08,308612.49,449211.62,Team 4
P-45836,Stadtpark // Dörthe-Hornig-Gasse,2015-02-24,2015-05-08,2015-08-04,150023.48,164773.46,Team 1
P-33116,Baumbestand // Anatoli-Karz-Allee,2019-11-22,2019-12-02,2019-12-04,56685.07,64579.85,Team 1
P-93280,Spielplatz // Ingeburg-Gertz-Straße,2015-02-24,2015-03-29,2015-04-10,124290.25,161537.99,Team 2
P-36887,Landschaftsbau // Aleksej-Staude-Ring,2016-10-02,2016-10-24,2016-10-26,120351.11,153458.96,Team 2
P-61853,Elektroarbeiten // Cornelia-Heß-Straße,2018-03-17,2018-05-15,2018-06-23,24009.77,26684.92,Team 3
P-39874,Landschaftsbau // Sontagring,2019-07-14,2019-08-03,2019-08-05,99768.32,113280.59,Team 1
P-81942,Elektroarbeiten // Röhrdanzgasse,2017-11-16,2018-02-25,2018-02-27,50942.15,55010.97,Team 4
P-44616,Elektroarbeiten // Ian-Rosenow-Ring,2013-05-21,2013-06-07,2013-06-28,166590.52,242388.72,Team 3
P-02870,Ubahn // Günther-Kohl-Gasse,2018-12-09,2019-04-04,2019-08-02,215909.81,244091.32,Team 1
P-57913,Landschaftsbau // Neuschäferplatz,2018-07-01,2018-07-08,2018-07-12,91252.6,105821.68,Team 2
P-89160,Landschaftsbau // Heuserstr.,2013-07-27,2013-08-02,2013-08-04,53583.96,67001.04,Team 2
P-14149,Stadtpark // Aynur-Ackermann-Gasse,2013-10-08,2013-12-13,2013-11-26,144256.89,141139.2,Team 3
P-50793,Landschaftsbau // Helfried-Käster-Weg,2013-02-16,2013-02-17,2013-02-17,84478.65,107940.65,Team 3
P-19870,Landschaftsbau // Christiane-Hellwig-Weg,2014-04-24,2014-05-25,2014-05-29,160272.7,162356.13,Team 2
P-58115,Elektroarbeiten // Denis-Benthin-Gasse,2021-12-26,2022-04-02,2022-04-03,-11092.5,-16933.55,Team 2
P-25243,Baumbestand // Celal-Beyer-Straße,2021-10-08,2021-10-16,2021-10-18,39689.5,71109.73,Team 2
P-74873,Stadtpark // Steve-Gerlach-Allee,2015-03-25,2015-04-30,2015-04-28,189257.44,232312.62,Team 2
P-17256,Spielplatz // Ebertgasse,2016-11-03,2017-02-02,2017-02-02,154795.55,200043.91,Team 3
P-23149,Baumbestand // Klappplatz,2017-08-11,2017-08-24,2017-08-23,53613.48,55055.66,Team 3
P-56789,Baumbestand // Sabrina-Lübs-Weg,2021-10-26,2021-10-30,2021-11-03,31579.08,44003.91,Team 2
P-72674,Landschaftsbau // Matthäigasse,2020-11-28,2020-12-24,2020-12-24,85767.38,93189.05,Team 1
P-29335,Landschaftsbau // Louis-Mielcarek-Weg,2019-06-16,2019-07-08,2019-07-08,48543.26,57085.95,Team 1
P-79895,Baumbestand // Ignaz-Gorlitz-Platz,2020-03-19,2020-03-27,2020-03-27,68027.72,85891.88,Team 4
P-05852,Spielplatz // Krebsweg,2013-10-09,2013-11-29,2013-11-30,146553.18,172962.94,Team 3
P-09837,Landschaftsbau // Felicia-Peukert-Straße,2018-09-23,2018-10-28,2018-10-27,-17246.17,-24326.37,Team 4
P-61983,Straßenbau // Kaulweg,2017-11-28,2018-02-23,2018-02-23,144247.96,161917.61,Team 3
P-25428,Baumbestand // Hannah-Koch-Allee,2015-05-23,2015-06-05,2015-06-08,43077.81,62480.06,Team 2
P-91560,Landschaftsbau // Beckmannweg,2016-08-04,2016-08-31,2016-08-31,96428.92,110416.24,Team 4
P-89761,Straßenbau // Zenon-Kambs-Gasse,2021-05-09,2021-08-27,2021-08-28,79185.98,86890.2,Team 1
P-09960,Landschaftsbau // Müllerallee,2021-06-02,2021-06-25,2021-06-28,104651.74,158434.96,Team 4
P-41326,Landschaftsbau // Rädelplatz,2018-07-21,2018-08-16,2018-08-19,48499.39,59167.56,Team 4
P-03453,Baumbestand // Baptist-Gumprich-Platz,2020-02-17,2020-02-25,2020-03-24,-13488.37,-14833.64,Team 2
P-62605,Elektroarbeiten // Gunnar-Fritsch-Platz,2018-06-04,2018-06-28,2018-08-04,131927.81,127723.05,Team 3
P-45062,Elektroarbeiten // Antoinette-Ullrich-Allee,2014-07-04,2014-09-28,2014-10-01,-12826.4,-15962.43,Team 4
P-95159,Elektroarbeiten // Jeannine-Löchel-Weg,2013-03-28,2013-07-13,2013-07-12,72483.44,101226.03,Team 2
P-62198,Elektroarbeiten // Dietzweg,2019-05-30,2019-08-30,2019-08-20,127136.72,136666.51,Team 1
P-56399,Landschaftsbau // Lukas-Scholtz-Straße,2018-12-27,2019-01-05,2019-01-05,59510.7,89028.52,Team 4
P-91717,Baumbestand // Frida-Holzapfel-Platz,2013-03-01,2013-03-06,2013-03-11,76543.93,95915.66,Team 3
P-46767,Elektroarbeiten // Süßebierweg,2021-07-26,2021-10-22,2021-10-15,176055.34,192367.78,Team 1
P-72858,Baumbestand // Zänkerstr.,2014-08-01,2014-08-05,2014-08-06,65004.01,95279.2,Team 2
P-32138,Landschaftsbau // Annette-Holzapfel-Ring,2017-06-11,2017-07-17,2017-07-21,67565.85,95370.96,Team 4
P-13716,Baumbestand // Herma-Kreusel-Weg,2013-03-13,2013-03-17,2013-03-21,62340.58,75439.4,Team 1
P-26906,Elektroarbeiten // Romy-Sauer-Straße,2016-09-21,2016-10-26,2016-10-23,80807.62,87304.24,Team 1
P-71256,Landschaftsbau // Alida-Röhrdanz-Platz,2017-12-25,2018-01-28,2018-01-28,73542.18,130702.8,Team 4
P-06248,Straßenbau // Pechelstr.,2014-09-01,2014-10-25,2014-10-26,99877.95,127128.69,Team 3
P-85791,Elektroarbeiten // Florian-Börner-Ring,2014-10-22,2014-10-29,2014-11-28,90662.63,100298.68,Team 3
P-72721,Spielplatz // Linkeweg,2017-01-29,2017-04-06,2017-04-06,83861.38,117706.27,Team 3
P-19469,Landschaftsbau // Schmiedeckering,2020-02-05,2020-02-10,2020-02-09,58506.1,64454.31,Team 1
P-61589,Stadtpark // Nikolaos-Thanel-Allee,2016-01-26,2016-02-27,2016-03-25,140849.44,237975.55,Team 2
P-83323,Baumbestand // Urban-Adolph-Gasse,2017-08-27,2017-09-04,2017-09-07,57650.31,64965.55,Team 4
P-98790,Baumbestand // Wulfplatz,2014-04-03,2014-04-16,2014-04-23,46485.85,50464.72,Team 3
P-43560,Stadtpark // Hanspeter-Neuschäfer-Straße,2017-09-09,2017-09-26,2017-09-26,283112.12,293003.1,Team 4
P-26775,Landschaftsbau // Kraushaarstraße,2020-12-25,2021-01-16,2021-01-19,83687.69,110509.9,Team 4
P-49430,Spielplatz // Hentschelring,2015-09-22,2015-10-10,2015-10-09,102489.44,120161.26,Team 3
P-04059,Ubahn // Annamaria-Rohleder-Weg,2019-10-29,2020-05-10,2020-07-30,457953.42,432584.44,Team 3
P-95506,Baumbestand // Jopichplatz,2018-09-19,2018-09-29,2018-10-02,75584.62,83957.03,Team 3
P-57137,Baumbestand // Dietzring,2015-11-25,2015-12-01,2015-12-04,61559.76,57597.26,Team 1
P-07837,Elektroarbeiten // Ulf-Weiß-Ring,2020-11-22,2021-01-30,2021-02-01,483.21,516.76,Team 4
P-74503,Landschaftsbau // Kaulplatz,2019-12-07,2020-01-02,2020-01-03,115580.09,118896.44,Team 1
P-23751,Baumbestand // Heidrichring,2019-12-15,2019-12-27,2019-12-27,77073.44,78236.99,Team 1
P-78226,Elektroarbeiten // Weihmannring,2014-04-01,2014-04-27,2014-05-24,125631.47,151076.02,Team 3
P-29970,Elektroarbeiten // Hübelallee,2022-01-20,2022-02-16,2022-02-18,124083.31,129705.21,Team 4
P-31732,Straßenbau // Adlerplatz,2018-05-05,2018-09-13,2018-11-21,207522.43,357622.35,Team 4
P-41969,Stadtpark // Thomas-Wirth-Ring,2013-09-22,2013-12-03,2014-01-08,241893.95,400015.32,Team 2
P-08318,Landschaftsbau // Schönlandweg,2016-11-24,2016-11-27,2016-12-01,84080.02,95031.19,Team 3
P-03440,Elektroarbeiten // Karlheinz-Ullrich-Gasse,2013-10-07,2013-11-21,2013-11-23,132647.23,222451.35,Team 2
P-14001,Baumbestand // Misicherstraße,2020-11-10,2020-11-21,2020-11-22,42123.83,65347.42,Team 2
P-35922,Elektroarbeiten // Fröhlichplatz,2020-07-11,2020-10-06,2020-10-08,128092.17,132341.97,Team 4
P-15950,Landschaftsbau // Veronika-Bender-Ring,2017-08-03,2017-08-27,2017-08-29,32943.42,41049.13,Team 2
P-04596,Ubahn // Schleichring,2021-10-21,2022-01-06,2022-03-02,163511.04,165502.56,Team 3
P-29897,Stadtpark // Conradistraße,2018-02-22,2018-04-13,2018-04-14,108104.35,126564.77,Team 4
P-94003,Ubahn // Peukertweg,2018-10-13,2019-01-08,2019-06-26,521544.47,661299.2,Team 1
P-75617,Landschaftsbau // Löwerallee,2021-03-07,2021-03-31,2021-04-04,151258.96,202900.96,Team 3
P-56536,Elektroarbeiten // Gerolf-Hecker-Gasse,2019-05-05,2019-06-11,2019-06-09,152552.55,201195.71,Team 2
P-64571,Landschaftsbau // Finkeallee,2016-02-28,2016-03-04,2016-03-07,94153.09,113058.18,Team 4
P-71708,Baumbestand // Scheelplatz,2013-11-14,2013-11-25,2013-11-27,40510.97,50283.7,Team 1
P-98949,Stadtpark // Gudula-Beckmann-Ring,2020-07-30,2020-10-20,2020-12-16,192702.62,202181.05,Team 1
P-66537,Straßenbau // Anneli-Jäkel-Ring,2020-09-13,2020-12-15,2021-02-12,141592.36,184748.63,Team 4
P-89893,Elektroarbeiten // Döhnstraße,2014-07-23,2014-08-06,2014-08-04,119930.81,139534.05,Team 1
P-61040,Stadtpark // Aysel-Bachmann-Platz,2018-05-12,2018-06-16,2018-06-13,141808.54,266354.56,Team 2
P-24013,Landschaftsbau // Heiderose-Ullmann-Gasse,2020-12-30,2021-01-07,2021-01-09,90048.07,109667.77,Team 1
P-72210,Landschaftsbau // Hans-Gerhard-Patberg-Gasse,2019-05-15,2019-06-01,2019-05-31,108068.52,218194.21,Team 4
P-09966,Elektroarbeiten // Heino-Weinhold-Gasse,2017-04-04,2017-05-19,2017-05-14,129775.86,148856.59,Team 1
P-56492,Stadtpark // Sagerstr.,2018-03-05,2018-04-18,2018-03-26,137934.09,172793.68,Team 3
P-04781,Landschaftsbau // Dietzstr.,2016-02-08,2016-02-13,2016-02-17,34623.49,49343.69,Team 3
P-21119,Elektroarbeiten // Langering,2015-09-16,2015-09-26,2015-11-04,109276.43,178873.97,Team 3
P-63575,Spielplatz // Ruppersbergerstr.,2014-02-26,2014-05-03,2014-05-16,177443.26,228434.63,Team 2
P-77717,Baumbestand // Bolnbachgasse,2021-09-22,2021-09-26,2021-09-28,22869.54,37036.76,Team 2
P-96732,Baumbestand // Kuschring,2017-11-10,2017-11-16,2017-11-17,69758.69,93440.67,Team 2
P-32987,Elektroarbeiten // Misicherplatz,2014-11-30,2015-01-19,2015-02-04,116871.44,170817.05,Team 3
P-63549,Straßenbau // Börnerring,2016-12-25,2017-05-15,2017-05-18,123746.63,146794.74,Team 2
P-07101,Stadtpark // Fliegnerweg,2014-05-26,2014-07-13,2014-09-25,83807.58,78138.23,Team 1
P-24177,Stadtpark // Wulffallee,2017-08-07,2017-08-14,2017-08-13,221210.34,308626.54,Team 2
P-55405,Elektroarbeiten // Harm-Karz-Platz,2020-03-22,2020-06-08,2020-06-04,106162.74,115208.29,Team 1
P-75942,Elektroarbeiten // Gilda-Koch II-Straße,2020-05-09,2020-06-20,2020-07-21,73326.95,86876.09,Team 3
P-11565,Landschaftsbau // Hilmar-Hartmann-Ring,2021-08-25,2021-10-05,2021-10-07,89258.21,103912.04,Team 1
P-66867,Ubahn // Wiekallee,2017-06-08,2017-07-31,2017-11-24,231639.52,270326.74,Team 1
P-04934,Stadtpark // Tony-Hölzenbecher-Straße,2016-03-24,2016-05-18,2016-05-04,65034.67,65841.0,Team 3
P-57685,Elektroarbeiten // Renate-Bähr-Allee,2021-03-23,2021-05-15,2021-05-12,53294.57,67308.95,Team 1
P-35958,Landschaftsbau // Junckenallee,2020-03-15,2020-04-12,2020-04-12,62120.85,100573.05,Team 4
P-33151,Stadtpark // Wagnerstraße,2021-08-30,2021-09-10,2021-09-14,92784.88,112044.98,Team 3
P-09518,Elektroarbeiten // Eberhard-Warmer-Gasse,2021-10-26,2021-12-14,2021-12-12,103697.0,130788.98,Team 1
P-50303,Baumbestand // Grein Grothweg,2016-06-26,2016-07-06,2016-07-06,69507.04,88562.51,Team 4
P-64444,Baumbestand // Jacobi Jäckelstraße,2016-06-07,2016-06-18,2016-06-22,23222.14,33965.73,Team 2
P-87611,Straßenbau // Schäfergasse,2016-11-26,2017-04-08,2017-06-21,257646.69,348467.5,Team 4
P-43945,Landschaftsbau // Hänelring,2021-05-15,2021-06-06,2021-06-05,47245.39,61862.66,Team 2
P-90130,Ubahn // Kösterweg,2017-12-16,2018-04-02,2018-06-11,424615.98,564632.61,Team 1
P-06801,Straßenbau // Dogan-Mielcarek-Allee,2021-05-17,2021-09-04,2021-11-01,339471.88,444326.48,Team 4
P-51690,Landschaftsbau // Holm-Sölzer-Ring,2021-05-12,2021-06-17,2021-06-19,118894.66,207152.21,Team 4
P-23846,Elektroarbeiten // Irmhild-Sölzer-Allee,2017-05-29,2017-06-29,2017-06-26,77189.97,90108.18,Team 1
P-34252,Spielplatz // Francesco-Sontag-Straße,2015-12-30,2016-01-16,2016-01-20,134690.41,149553.27,Team 4
P-91538,Elektroarbeiten // Lidwina-Döhn-Straße,2016-10-08,2016-12-06,2016-11-27,144436.13,149191.14,Team 1
P-87533,Straßenbau // Heuserweg,2015-07-11,2015-08-16,2015-08-15,235050.89,252751.25,Team 3
P-35139,Landschaftsbau // Cathleen-Flantz-Weg,2016-06-15,2016-06-29,2016-07-04,93578.14,111323.24,Team 2
P-23003,Stadtpark // Rennergasse,2017-09-21,2017-10-17,2017-10-16,266654.49,488566.82,Team 2
P-53472,Elektroarbeiten // Beerstraße,2021-08-15,2021-10-26,2021-10-29,194819.62,213884.86,Team 4
P-66309,Baumbestand // Insa-Jockel-Weg,2013-05-25,2013-05-28,2013-05-27,74229.32,78281.3,Team 1
P-76649,Landschaftsbau // Katerina-Lehmann-Platz,2017-07-01,2017-07-18,2017-07-15,75972.5,79226.73,Team 1
P-56614,Spielplatz // Krauseplatz,2016-09-06,2016-11-05,2016-11-04,139904.91,135726.74,Team 1
P-44575,Elektroarbeiten // Urs-Briemer-Gasse,2016-07-19,2016-09-26,2016-09-27,116958.68,116744.7,Team 1
P-93025,Elektroarbeiten // Holstenplatz,2016-04-28,2016-05-12,2016-05-15,74998.77,114793.09,Team 2
P-38453,Landschaftsbau // Heinz-Peter-Gude-Platz,2014-12-18,2015-01-08,2015-02-07,50280.75,76710.35,Team 2
P-63958,Landschaftsbau // Danilo-Salz-Platz,2019-08-13,2019-09-07,2019-09-07,96447.91,121780.04,Team 3
P-65780,Landschaftsbau // Dominik-Benthin-Allee,2018-09-10,2018-09-30,2018-10-01,111523.78,142969.46,Team 3
P-18033,Stadtpark // Marita-Kruschwitz-Gasse,2021-09-04,2021-11-05,2021-10-20,290797.48,371814.08,Team 3
P-27564,Landschaftsbau // Losekannstr.,2013-09-10,2013-09-29,2013-09-28,78114.75,117219.98,Team 3
P-78743,Stadtpark // Grazyna-Franke-Gasse,2017-04-26,2017-07-04,2017-07-03,199773.39,234481.77,Team 4
P-23538,Elektroarbeiten // Radischstr.,2017-09-01,2017-09-10,2017-09-11,100810.94,114062.95,Team 4
P-45349,Elektroarbeiten // Beerplatz,2020-10-02,2020-12-12,2021-01-08,162100.57,223136.29,Team 3
P-93252,Spielplatz // Alwina-Heuser-Platz,2014-05-31,2014-07-16,2014-07-22,143282.99,141863.02,Team 4
P-84008,Baumbestand // Schülerstr.,2016-11-29,2016-12-07,2016-12-09,34842.44,35388.14,Team 1
P-02005,Landschaftsbau // Fischerallee,2016-08-30,2016-08-30,2016-09-03,64534.0,72999.37,Team 4
P-01756,Landschaftsbau // Ottogasse,2016-06-16,2016-06-30,2016-07-02,53507.33,62905.19,Team 2
P-07844,Landschaftsbau // Weimerring,2019-11-28,2019-12-11,2020-01-11,74570.66,104594.23,Team 2
